Datetime,Utemp_F,Uhumi,Rtemp_F,Rhumi
4/27/17 06:53PM,44.1,68,43,36
4/27/17 07:53PM,44.1,68,44,36
4/27/17 08:53PM,44.1,63,43,36
4/27/17 09:53PM,43,65,42,37
4/27/17 10:39PM,43,65,42,37
4/27/17 10:53PM,43,65,42,37
4/27/17 11:22PM,43,68,42,37
4/27/17 11:53PM,43,68,43,36
4/28/17 12:53AM,43,71,42,37
4/28/17 01:41AM,43,68,41,37
4/28/17 01:53AM,43,65,43,36
4/28/17 02:53AM,39.9,73,41,37
4/28/17 03:53AM,39.9,68,40,38
4/28/17 04:53AM,39,70,39,38
4/28/17 05:53AM,37,76,39,38
4/28/17 06:53AM,39,73,40,38
4/28/17 07:53AM,41,67,41,37
4/28/17 08:53AM,44.1,63,42,37
4/28/17 09:53AM,46.9,61,44,36
4/28/17 10:53AM,50,57,46,35
4/28/17 11:53AM,46.9,63,46,35
4/28/17 12:53PM,48,61,47,34
4/28/17 01:53PM,50,59,47,34
4/28/17 02:53PM,46.9,71,44,36
4/28/17 03:53PM,46.9,74,43,36
4/28/17 04:53PM,46.9,74,42,37
4/28/17 05:53PM,46,76,42,37
4/28/17 06:53PM,46,76,41,37
4/28/17 07:53PM,44.1,82,41,37
4/28/17 08:53PM,44.1,79,41,37
4/28/17 09:53PM,43,86,40,38
4/28/17 10:11PM,43,86,40,38
4/28/17 10:19PM,43,86,40,38
4/28/17 10:53PM,42.1,85,39,38
4/28/17 11:53PM,42.1,89,40,38
4/29/17 12:07AM,42.1,89,40,40
4/29/17 12:53AM,42.1,85,40,38
4/29/17 01:53AM,42.1,82,40,38
4/29/17 02:30AM,42.1,82,40,38
4/29/17 02:53AM,43,80,40,38
4/29/17 03:53AM,42.1,76,40,38
4/29/17 04:53AM,42.1,73,40,38
4/29/17 05:53AM,43,62,40,38
4/29/17 06:53AM,42.1,67,39,38
4/29/17 07:53AM,39.9,73,39,38
4/29/17 08:53AM,41,73,39,38
4/29/17 09:53AM,42.1,67,39,38
4/29/17 10:53AM,43,65,40,38
4/29/17 11:53AM,41,65,39,38
4/29/17 12:53PM,41,65,39,38
4/29/17 01:53PM,39.9,70,39,38
4/29/17 02:53PM,39,73,38,39
4/29/17 03:53PM,37.9,83,38,39
4/29/17 04:53PM,37.9,83,38,39
4/29/17 05:53PM,39,82,37,39
4/29/17 06:53PM,39,86,38,40
4/29/17 07:53PM,39,89,38,42
4/29/17 08:53PM,39.9,86,38,41
4/29/17 09:53PM,41,89,39,41
4/29/17 10:02PM,41,89,39,42
4/29/17 10:23PM,41,93,39,42
4/29/17 10:53PM,42.1,92,40,42
4/29/17 11:53PM,42.1,92,40,43
4/30/17 12:25AM,42.1,92,40,43
4/30/17 12:53AM,42.1,92,39,43
4/30/17 01:00AM,42.1,92,39,44
4/30/17 01:29AM,42.1,89,39,44
4/30/17 01:53AM,41,93,39,44
4/30/17 02:19AM,41,93,39,44
4/30/17 02:53AM,41,93,39,44
4/30/17 03:37AM,41,89,39,44
4/30/17 03:53AM,41,89,39,44
4/30/17 04:32AM,41,89,39,44
4/30/17 04:45AM,41,89,39,44
4/30/17 04:53AM,41,89,39,45
4/30/17 05:08AM,41,93,39,45
4/30/17 05:35AM,41,93,39,45
4/30/17 05:45AM,41,93,39,45
4/30/17 05:53AM,41,93,39,45
4/30/17 06:25AM,41,93,39,46
4/30/17 06:53AM,41,93,39,46
4/30/17 07:53AM,41,93,39,46
4/30/17 08:21AM,41,93,39,46
4/30/17 08:35AM,41,93,39,46
4/30/17 08:53AM,41,93,39,46
4/30/17 09:31AM,42.1,89,39,46
4/30/17 09:53AM,42.1,92,39,46
4/30/17 10:53AM,42.1,92,39,46
4/30/17 11:53AM,43,93,40,46
4/30/17 12:00PM,43,93,40,46
4/30/17 12:08PM,43,93,40,46
4/30/17 12:50PM,42.8,87,40,46
4/30/17 12:53PM,42.1,92,40,46
4/30/17 01:53PM,42.1,92,39,46
4/30/17 02:12PM,42.1,92,40,46
4/30/17 02:53PM,42.1,92,39,45
4/30/17 03:53PM,42.1,92,39,45
4/30/17 04:53PM,42.1,89,39,44
4/30/17 05:53PM,42.1,92,39,44
4/30/17 06:33PM,41,96,39,46
4/30/17 06:53PM,41,96,39,45
4/30/17 07:28PM,41,93,39,46
4/30/17 07:43PM,41,93,39,46
4/30/17 07:53PM,41,96,39,46
4/30/17 08:15PM,42.1,92,39,46
4/30/17 08:53PM,42.1,92,39,47
4/30/17 09:53PM,42.1,92,39,48
4/30/17 10:02PM,42.1,92,39,48
4/30/17 10:53PM,42.1,92,39,48
4/30/17 11:42PM,42.1,92,39,48
4/30/17 11:51PM,42.8,87,39,48
4/30/17 11:53PM,42.1,92,39,48
5/1/17 12:08AM,42.1,92,39,48
5/1/17 12:19AM,41,96,39,48
5/1/17 12:33AM,41,96,39,48
5/1/17 12:35AM,41,96,39,48
5/1/17 12:42AM,42.1,92,39,48
5/1/17 12:51AM,42.8,87,39,48
5/1/17 12:53AM,42.1,92,39,48
5/1/17 01:53AM,41,93,39,48
5/1/17 02:20AM,41,93,39,48
5/1/17 02:38AM,41,93,39,48
5/1/17 02:53AM,41,93,39,48
5/1/17 03:32AM,41,96,39,48
5/1/17 03:42AM,41,96,39,48
5/1/17 03:51AM,41,93,39,48
5/1/17 03:53AM,41,96,39,48
5/1/17 04:53AM,42.1,96,40,48
5/1/17 05:53AM,43,97,40,49
5/1/17 06:25AM,45,93,42,48
5/1/17 06:49AM,48.2,93,45,46
5/1/17 06:53AM,46.9,97,44,47
5/1/17 07:12AM,46.9,97,45,46
5/1/17 07:53AM,48.9,86,45,36
5/1/17 08:53AM,53.1,71,45,35
5/1/17 09:53AM,55.9,64,48,34
5/1/17 10:53AM,57,55,52,32
5/1/17 11:53AM,57,55,48,34
5/1/17 12:53PM,55.9,60,47,34
5/1/17 01:53PM,53.1,69,48,34
5/1/17 02:53PM,54,64,52,32
5/1/17 03:53PM,54,69,50,33
5/1/17 04:53PM,54,64,49,33
5/1/17 05:53PM,52,66,48,34
5/1/17 06:53PM,50,74,45,35
5/1/17 07:53PM,48.9,77,44,36
5/1/17 08:53PM,46.9,71,43,36
5/1/17 09:53PM,46.9,74,46,35
5/1/17 10:01PM,46.9,71,46,35
5/1/17 10:24PM,46,73,45,35
5/1/17 10:53PM,46,73,44,36
5/1/17 11:09PM,46,73,45,35
5/1/17 11:53PM,45,76,44,36
5/2/17 12:53AM,44.1,79,44,36
5/2/17 01:23AM,43,80,44,36
5/2/17 01:53AM,42.1,82,43,36
5/2/17 02:13AM,42.1,79,43,36
5/2/17 02:53AM,42.1,73,43,36
5/2/17 03:53AM,41,76,42,37
5/2/17 04:53AM,39.9,83,42,37
5/2/17 05:03AM,39.9,83,41,37
5/2/17 05:53AM,41,79,41,37
5/2/17 06:53AM,42.1,70,42,37
5/2/17 07:53AM,43,68,43,36
5/2/17 08:53AM,44.1,65,43,36
5/2/17 09:53AM,45,63,44,36
5/2/17 10:53AM,46,63,45,35
5/2/17 11:25AM,46.9,63,44,36
5/2/17 11:38AM,46.9,63,45,35
5/2/17 11:53AM,48,61,47,34
5/2/17 12:53PM,48.9,59,45,35
5/2/17 01:09PM,48.9,56,46,35
5/2/17 01:53PM,48.9,56,45,35
5/2/17 02:53PM,48.9,54,44,36
5/2/17 03:53PM,48.9,56,44,36
5/2/17 04:53PM,48.9,59,43,36
5/2/17 05:53PM,46.9,68,43,36
5/2/17 06:53PM,46,71,42,37
5/2/17 07:53PM,46.9,68,42,37
5/2/17 08:53PM,45,71,42,37
5/2/17 09:53PM,45,71,42,37
5/2/17 10:53PM,43,76,41,37
5/2/17 11:53PM,42.1,76,41,37
5/3/17 12:53AM,41,76,41,37
5/3/17 01:53AM,39.9,79,40,38
5/3/17 02:53AM,35.1,85,40,38
5/3/17 03:53AM,35.1,89,39,38
5/3/17 04:53AM,36,86,39,38
5/3/17 05:53AM,36,86,39,38
5/3/17 06:53AM,39.9,89,40,38
5/3/17 07:53AM,46.9,68,43,36
5/3/17 08:53AM,50,48,45,35
5/3/17 09:53AM,52,40,45,35
5/3/17 10:53AM,53.1,38,47,34
5/3/17 11:53AM,53.1,37,47,34
5/3/17 12:53PM,53.1,37,47,34
5/3/17 01:53PM,53.1,37,48,34
5/3/17 02:53PM,52,38,48,34
5/3/17 03:53PM,53.1,38,45,35
5/3/17 04:53PM,52,38,45,35
5/3/17 05:53PM,51.1,38,45,35
5/3/17 06:53PM,50,41,44,36
5/3/17 07:53PM,48,48,44,36
5/3/17 08:53PM,48,46,44,36
5/3/17 09:53PM,46,56,43,36
5/3/17 10:53PM,46,56,43,36
5/3/17 11:53PM,44.1,60,42,37
5/4/17 12:53AM,43,68,42,37
5/4/17 01:53AM,42.1,65,41,37
5/4/17 02:53AM,42.1,67,41,37
5/4/17 03:53AM,39.9,70,41,37
5/4/17 04:53AM,39.9,68,40,38
5/4/17 05:53AM,41,70,41,37
5/4/17 06:53AM,44.1,68,41,37
5/4/17 07:53AM,45,65,42,37
5/4/17 08:53AM,46,66,42,37
5/4/17 09:53AM,48,63,42,37
5/4/17 10:53AM,50,66,43,36
5/4/17 11:53AM,54,59,44,36
5/4/17 12:53PM,53.1,55,43,36
5/4/17 01:53PM,55,55,44,36
5/4/17 02:53PM,55,53,45,35
5/4/17 03:53PM,55.9,45,45,35
5/4/17 04:53PM,55,43,45,35
5/4/17 05:53PM,54,45,45,35
5/4/17 06:53PM,54,43,46,35
5/4/17 07:53PM,48,52,43,36
5/4/17 08:53PM,43,80,42,37
5/4/17 09:53PM,43,74,41,37
5/4/17 10:53PM,44.1,68,42,37
5/4/17 11:53PM,44.1,76,41,37
5/5/17 12:53AM,42.1,85,40,38
5/5/17 01:53AM,42.1,85,40,38
5/5/17 02:53AM,42.1,85,39,39
5/5/17 03:07AM,42.1,85,39,39
5/5/17 03:53AM,42.1,85,39,39
5/5/17 04:53AM,41,89,39,39
5/5/17 05:53AM,42.1,85,39,39
5/5/17 06:35AM,43,82,40,38
5/5/17 06:53AM,43,82,40,38
5/5/17 07:09AM,43,82,40,38
5/5/17 07:28AM,43,82,40,38
5/5/17 07:53AM,45,80,40,38
5/5/17 08:00AM,45,76,40,38
5/5/17 08:28AM,44.1,79,40,38
5/5/17 08:53AM,44.1,79,40,38
5/5/17 09:12AM,43,80,39,38
5/5/17 09:53AM,43,82,40,39
5/5/17 10:53AM,44.1,79,42,37
5/5/17 11:53AM,46,73,45,35
5/5/17 12:46PM,46.9,74,45,35
5/5/17 12:53PM,48,71,45,35
5/5/17 01:53PM,48.9,71,45,35
5/5/17 02:53PM,51.1,63,46,35
5/5/17 03:53PM,48.9,66,46,35
5/5/17 04:53PM,48.9,69,46,35
5/5/17 05:53PM,48.9,66,46,35
5/5/17 06:53PM,48,66,47,34
5/5/17 07:53PM,43,76,47,34
5/5/17 08:53PM,44.1,73,47,34
5/5/17 09:53PM,43,74,47,34
5/5/17 10:53PM,45,68,47,34
5/5/17 11:53PM,46,68,48,34
5/6/17 12:53AM,46,71,49,33
5/6/17 01:53AM,46.9,66,49,33
5/6/17 02:53AM,46,68,49,33
5/6/17 03:53AM,46,63,47,34
5/6/17 04:53AM,43,68,46,35
5/6/17 05:53AM,42.1,70,46,35
5/6/17 06:53AM,43,71,45,35
5/6/17 07:53AM,45,71,45,35
5/6/17 08:53AM,46.9,66,45,35
5/6/17 09:53AM,50,59,45,35
5/6/17 10:53AM,51.1,54,46,35
5/6/17 11:53AM,52,53,46,35
5/6/17 12:53PM,53.1,47,46,35
5/6/17 01:53PM,53.1,45,47,34
5/6/17 02:53PM,52,45,47,34
5/6/17 03:53PM,53.1,43,47,34
5/6/17 04:53PM,51.1,44,47,34
5/6/17 05:53PM,48.9,41,47,34
5/6/17 06:53PM,48,42,47,34
5/6/17 07:53PM,44.1,47,48,34
5/6/17 08:53PM,43,51,47,34
5/6/17 09:53PM,44.1,51,47,34
5/6/17 10:53PM,42.1,55,47,34
5/6/17 11:53PM,41,60,46,35
5/7/17 12:53AM,41,53,46,35
5/7/17 01:53AM,42.1,47,46,35
5/7/17 02:53AM,41,49,47,34
5/7/17 03:53AM,39,53,47,34
5/7/17 04:53AM,37.9,53,47,34
5/7/17 05:53AM,37.9,55,46,35
5/7/17 06:53AM,42.1,45,46,35
5/7/17 07:53AM,46,40,46,35
5/7/17 08:53AM,48.9,38,46,35
5/7/17 09:53AM,50,39,46,35
5/7/17 10:53AM,51.1,41,46,35
5/7/17 11:53AM,50,46,47,34
5/7/17 12:53PM,48,54,46,35
5/7/17 01:53PM,46.9,56,46,35
5/7/17 02:53PM,46.9,54,46,35
5/7/17 03:53PM,46.9,52,46,35
5/7/17 04:53PM,45,53,47,34
5/7/17 05:53PM,44.1,53,47,34
5/7/17 06:53PM,43,56,49,33
5/7/17 07:53PM,41,57,49,33
5/7/17 08:53PM,39.9,63,49,33
5/7/17 09:53PM,37.9,68,49,33
5/7/17 10:53PM,37.9,68,48,34
5/7/17 11:53PM,37,70,47,34
5/8/17 12:53AM,36,64,47,34
5/8/17 01:53AM,36,64,46,35
5/8/17 02:53AM,36,64,46,35
5/8/17 03:53AM,36,70,45,35
5/8/17 04:53AM,34,73,45,35
5/8/17 05:53AM,35.1,76,45,35
5/8/17 06:53AM,39.9,65,46,35
5/8/17 07:53AM,43,58,46,35
5/8/17 08:53AM,44.1,49,47,34
5/8/17 09:53AM,46.9,44,47,34
5/8/17 10:53AM,46.9,34,48,34
5/8/17 11:53AM,46.9,36,48,34
5/8/17 12:53PM,46.9,37,48,34
5/8/17 01:53PM,46,44,48,34
5/8/17 02:53PM,46,40,48,34
5/8/17 03:53PM,46,37,49,33
5/8/17 04:53PM,45,36,49,33
5/8/17 05:53PM,44.1,35,49,33
5/8/17 06:53PM,45,30,49,33
5/8/17 07:53PM,43,38,49,33
5/8/17 08:53PM,43,37,48,34
5/8/17 09:53PM,43,35,49,33
5/8/17 10:53PM,45,30,49,33
5/8/17 11:53PM,46,31,50,33
5/9/17 12:53AM,46,35,50,33
5/9/17 01:53AM,45,39,49,33
5/9/17 02:53AM,45,48,49,33
5/9/17 03:53AM,45,40,49,33
5/9/17 04:53AM,45,48,49,33
5/9/17 05:53AM,44.1,58,49,33
5/9/17 06:53AM,45,58,49,33
5/9/17 07:53AM,45,60,49,33
5/9/17 08:53AM,44.1,71,49,33
5/9/17 09:53AM,45,58,49,33
5/9/17 10:53AM,46,61,50,33
5/9/17 11:53AM,46.9,54,51,32
5/9/17 12:53PM,46.9,52,51,32
5/9/17 01:53PM,48.9,52,50,33
5/9/17 02:53PM,52,40,51,32
5/9/17 03:53PM,51.1,46,50,33
5/9/17 04:53PM,52,53,51,32
5/9/17 05:53PM,48.9,59,51,32
5/9/17 06:53PM,48,66,50,33
5/9/17 07:53PM,46,63,42,37
5/9/17 08:53PM,46,61,42,37
5/9/17 09:53PM,46,58,42,37
5/9/17 10:53PM,46,63,42,37
5/9/17 11:36PM,46,58,42,37
5/9/17 11:53PM,46.9,56,42,37
5/10/17 12:53AM,46.9,48,43,36
5/10/17 01:10AM,46.9,54,43,36
5/10/17 01:34AM,46.9,50,43,36
5/10/17 01:53AM,46.9,50,43,36
5/10/17 02:13AM,46.9,46,43,36
5/10/17 02:53AM,43,60,43,36
5/10/17 03:03AM,44.1,58,43,36
5/10/17 03:50AM,44.6,57,43,36
5/10/17 03:53AM,45,58,43,36
5/10/17 04:53AM,43,65,42,37
5/10/17 05:19AM,44.1,65,42,37
5/10/17 05:53AM,43,71,42,37
5/10/17 06:53AM,46,68,43,36
5/10/17 07:53AM,50,57,43,36
5/10/17 08:53AM,53.1,40,44,36
5/10/17 09:32AM,55.9,34,45,35
5/10/17 09:53AM,57,34,45,35
5/10/17 10:53AM,57,37,46,35
5/10/17 11:53AM,57,37,47,34
5/10/17 12:53PM,60.1,36,51,32
5/10/17 01:53PM,59,39,48,34
5/10/17 02:53PM,53.1,55,49,33
5/10/17 03:53PM,55,49,47,34
5/10/17 04:53PM,55,53,48,34
5/10/17 05:53PM,51.1,80,45,35
5/10/17 06:53PM,48,83,43,36
5/10/17 07:53PM,46.9,86,43,37
5/10/17 08:53PM,46,89,42,40
5/10/17 09:07PM,46,89,42,40
5/10/17 09:53PM,45,93,42,39
5/10/17 10:25PM,45,90,42,41
5/10/17 10:38PM,45,90,41,41
5/10/17 10:53PM,45,90,41,40
5/10/17 11:53PM,45,90,42,41
5/11/17 12:44AM,45,93,42,41
5/11/17 12:53AM,46,93,42,42
5/11/17 01:09AM,46.9,93,43,43
5/11/17 01:18AM,45,93,42,44
5/11/17 01:30AM,45,90,41,43
5/11/17 01:53AM,45,93,41,43
5/11/17 02:12AM,46,89,42,42
5/11/17 02:53AM,48,83,42,38
5/11/17 03:53AM,46.9,86,43,36
5/11/17 04:14AM,46.9,83,42,38
5/11/17 04:53AM,46.9,83,42,37
5/11/17 05:53AM,46,86,42,38
5/11/17 06:53AM,46.9,86,43,37
5/11/17 07:53AM,50,83,44,36
5/11/17 08:53AM,54,77,45,35
5/11/17 09:53AM,55,77,45,35
5/11/17 10:53AM,57.9,72,46,35
5/11/17 11:53AM,55.9,75,43,25
5/11/17 12:53PM,59,67,46,35
5/11/17 01:53PM,57.9,65,46,35
5/11/17 02:53PM,61,48,47,35
5/11/17 03:53PM,63,41,48,34
5/11/17 04:53PM,63,40,49,33
5/11/17 05:53PM,63,41,50,33
5/11/17 06:53PM,61,48,50,33
5/11/17 07:53PM,57,53,48,34
5/11/17 08:53PM,54,55,47,34
5/11/17 09:53PM,48.9,74,47,34
5/11/17 10:53PM,50,74,46,35
5/11/17 11:53PM,46.9,80,46,35
5/12/17 12:53AM,46.9,80,45,35
5/12/17 01:53AM,46.9,80,45,35
5/12/17 02:53AM,48,83,45,35
5/12/17 03:53AM,46,83,44,36
5/12/17 04:53AM,46,86,43,36
5/12/17 05:53AM,46.9,80,43,36
5/12/17 06:53AM,50,77,44,36
5/12/17 07:53AM,53.1,69,45,35
5/12/17 08:53AM,54,66,46,35
5/12/17 09:53AM,55.9,62,47,34
5/12/17 10:53AM,59,60,47,34
5/12/17 11:53AM,60.1,55,47,34
5/12/17 12:53PM,59,58,47,34
5/12/17 01:53PM,59,58,47,34
5/12/17 02:53PM,57,57,45,35
5/12/17 03:53PM,55.9,60,46,35
5/12/17 04:53PM,57,57,46,35
5/12/17 05:53PM,57,55,46,35
5/12/17 06:53PM,55,59,46,35
5/12/17 07:53PM,52,63,45,35
5/12/17 08:53PM,51.1,63,46,35
5/12/17 09:53PM,48,74,46,35
5/12/17 10:53PM,48.9,74,45,35
5/12/17 11:53PM,48,77,45,35
5/13/17 12:53AM,46,79,45,35
5/13/17 01:53AM,45,86,44,36
5/13/17 02:53AM,45,86,44,36
5/13/17 03:53AM,48,80,45,35
5/13/17 04:53AM,51.1,74,46,35
5/13/17 05:53AM,53.1,71,47,34
5/13/17 06:53AM,55,72,48,34
5/13/17 07:53AM,57,67,49,33
5/13/17 08:53AM,60.1,62,51,32
5/13/17 09:53AM,66,54,53,31
5/13/17 10:53AM,71.1,39,55,30
5/13/17 11:53AM,71.1,36,56,28
5/13/17 12:53PM,69.1,42,56,29
5/13/17 01:53PM,73,41,57,29
5/13/17 02:53PM,73.9,38,58,24
5/13/17 03:53PM,77,29,59,23
